codigo_municipio_ibge,municipio,idhm
2201945,BOQUEIRÃO DO PIAUÍ,0.56
2201960,BRASILEIRA,0.577
2201988,BREJO DO PIAUÍ,0.515
2202000,BURITI DOS LOPES,0.565
2202026,BURITI DOS MONTES,0.574
2202059,CABECEIRAS DO PIAUÍ,0.583
2202075,CAJAZEIRAS DO PIAUÍ,0.562
2202083,CAJUEIRO DA PRAIA,0.546
2202091,CALDEIRÃO GRANDE DO PIAUÍ,0.588
2202109,CAMPINAS DO PIAUÍ,0.544
2202117,CAMPO ALEGRE DO FIDALGO,0.537
2202133,CAMPO GRANDE DO PIAUÍ,0.56
2202174,CAMPO LARGO DO PIAUÍ,0.528
2202208,CAMPO MAIOR,0.656
2202251,CANAVIEIRA,0.583
2202307,CANTO DO BURITI,0.576
2202406,CAPITÃO DE CAMPOS,0.583
2202455,CAPITÃO GERVÁSIO OLIVEIRA,0.553
2202505,CARACOL,0.552
2202539,CARAÚBAS DO PIAUÍ,0.505
2202554,CARIDADE DO PIAUÍ,0.541
2202604,CASTELO DO PIAUÍ,0.587
2202653,CAXINGÓ,0.488
2202703,COCAL,0.497
2202711,COCAL DE TELHA,0.555
2202729,COCAL DOS ALVES,0.498
2202737,COIVARAS,0.565
2202752,COLÔNIA DO GURGUÉIA,0.628
2202778,COLÔNIA DO PIAUÍ,0.588
2202802,CONCEIÇÃO DO CANINDÉ,0.589
2202851,CORONEL JOSÉ DIAS,0.546
2202901,CORRENTE,0.642
2203008,CRISTALÂNDIA DO PIAUÍ,0.573
2203107,CRISTINO CASTRO,0.566
2203206,CURIMATÁ,0.607
2203230,CURRAIS,0.542
2203255,CURRALINHOS,0.555
2203271,CURRAL NOVO DO PIAUÍ,0.527
2203305,DEMERVAL LOBÃO,0.618
2203354,DIRCEU ARCOVERDE,0.561
2203404,DOM EXPEDITO LOPES,0.601
2203420,DOMINGOS MOURÃO,0.55
2203453,DOM INOCÊNCIO,0.549
2203503,ELESBÃO VELOSO,0.58
2203602,ELISEU MARTINS,0.595
2203701,ESPERANTINA,0.605
2203750,FARTURA DO PIAUÍ,0.548
2203800,FLORES DO PIAUÍ,0.547
2203859,FLORESTA DO PIAUÍ,0.538
2203909,FLORIANO,0.7
2204006,FRANCINÓPOLIS,0.564
2204105,FRANCISCO AYRES,0.577
2204154,FRANCISCO MACEDO,0.553
2204204,FRANCISCO SANTOS,0.608
2204303,FRONTEIRAS,0.619
2204352,GEMINIANO,0.561
2204402,GILBUÉS,0.548
2204501,GUADALUPE,0.65
2204550,GUARIBAS,0.508
2204600,HUGO NAPOLEÃO,0.599
2204659,ILHA GRANDE,0.563
2204709,INHUMA,0.624
2204808,IPIRANGA DO PIAUÍ,0.63
2204907,ISAÍAS COELHO,0.582
2205003,ITAINÓPOLIS,0.541
2205102,ITAUEIRA,0.583
2205151,JACOBINA DO PIAUÍ,0.535
2205201,JAICÓS,0.524
2205250,JARDIM DO MULATO,0.593
2205276,JATOBÁ DO PIAUÍ,0.566
2205300,JERUMENHA,0.591
2205359,JOÃO COSTA,0.561
2205409,JOAQUIM PIRES,0.522
2205458,JOCA MARQUES,0.504
2205508,JOSÉ DE FREITAS,0.618
2205516,JUAZEIRO DO PIAUÍ,0.57
2205524,JÚLIO BORGES,0.582
2205532,JUREMA,0.555
2205540,LAGOINHA DO PIAUÍ,0.597
2205557,LAGOA ALEGRE,0.55
2205565,LAGOA DO BARRO DO PIAUÍ,0.502
2205573,LAGOA DE SÃO FRANCISCO,0.529
2205581,LAGOA DO PIAUÍ,0.583
2205599,LAGOA DO SÍTIO,0.541
2205607,LANDRI SALES,0.584
2205706,LUÍS CORREIA,0.541
2205805,LUZILÂNDIA,0.545
2205854,MADEIRO,0.563
2205904,MANOEL EMÍDIO,0.573
2205953,MARCOLÂNDIA,0.562
2206001,MARCOS PARENTE,0.59
2206050,MASSAPÊ DO PIAUÍ,0.525
2206100,MATIAS OLÍMPIO,0.562
2206209,MIGUEL ALVES,0.539
2206308,MIGUEL LEÃO,0.623
2206357,MILTON BRANDÃO,0.508
2206407,MONSENHOR GIL,0.615
2206506,MONSENHOR HIPÓLITO,0.561
2206605,MONTE ALEGRE DO PIAUÍ,0.578
2206654,MORRO CABEÇA NO TEMPO,0.542
2206670,MORRO DO CHAPÉU DO PIAUÍ,0.55
2206696,MURICI DOS PORTELAS,0.53
2206704,NAZARÉ DO PIAUÍ,0.576
2206720,NAZÁRIA,0.602
2206753,NOSSA SENHORA DE NAZARÉ,0.586
2206803,NOSSA SENHORA DOS REMÉDIOS,0.533
2206902,NOVO ORIENTE DO PIAUÍ,0.562
2206951,NOVO SANTO ANTÔNIO,0.528
2207009,OEIRAS,0.634
2207108,OLHO D'ÁGUA DO PIAUÍ,0.576
2207207,PADRE MARCOS,0.541
2207306,PAES LANDIM,0.575
2207355,PAJEÚ DO PIAUÍ,0.559
2207405,PALMEIRA DO PIAUÍ,0.557
2207504,PALMEIRAIS,0.562
2207553,PAQUETÁ,0.509
2207603,PARNAGUÁ,0.575
2207702,PARNAÍBA,0.687
2207751,PASSAGEM FRANCA DO PIAUÍ,0.561
2207777,PATOS DO PIAUÍ,0.563
2207793,PAU D'ARCO DO PIAUÍ,0.514
2207801,PAULISTANA,0.6
2207850,PAVUSSU,0.526
2207900,PEDRO II,0.571
2207934,PEDRO LAURENTINO,0.562
2207959,NOVA SANTA RITA,0.554
2208007,PICOS,0.698
2208106,PIMENTEIRAS,0.566
2208205,PIO IX,0.564
2208304,PIRACURUCA,0.596
2208403,PIRIPIRI,0.635
2208502,PORTO,0.549
2208551,PORTO ALEGRE DO PIAUÍ,0.563
2208601,PRATA DO PIAUÍ,0.565
2208650,QUEIMADA NOVA,0.515
2208700,REDENÇÃO DO GURGUÉIA,0.589
2208809,REGENERAÇÃO,0.591
2208858,RIACHO FRIO,0.541
2208874,RIBEIRA DO PIAUÍ,0.52
2208908,RIBEIRO GONÇALVES,0.601
2209005,RIO GRANDE DO PIAUÍ,0.572
2209104,SANTA CRUZ DO PIAUÍ,0.601
2209153,SANTA CRUZ DOS MILAGRES,0.577
2209203,SANTA FILOMENA,0.544
2209302,SANTA LUZ,0.588
2209351,SANTANA DO PIAUÍ,0.574
2209377,SANTA ROSA DO PIAUÍ,0.567
2209401,SANTO ANTÔNIO DE LISBOA,0.584
2209450,SANTO ANTÔNIO DOS MILAGRES,0.619
2209500,SANTO INÁCIO DO PIAUÍ,0.613
2209559,SÃO BRAZ DO PIAUÍ,0.596
2209609,SÃO FÉLIX DO PIAUÍ,0.61
2209658,SÃO FRANCISCO DE ASSIS DO PIAUÍ,0.485
2209708,SÃO FRANCISCO DO PIAUÍ,0.57
2209757,SÃO GONÇALO DO GURGUÉIA,0.56
2209807,SÃO GONÇALO DO PIAUÍ,0.616
2209856,SÃO JOÃO DA CANABRAVA,0.559
2209872,SÃO JOÃO DA FRONTEIRA,0.515
2209906,SÃO JOÃO DA SERRA,0.582
2209955,SÃO JOÃO DA VARJOTA,0.559
2209971,SÃO JOÃO DO ARRAIAL,0.523
2210003,SÃO JOÃO DO PIAUÍ,0.645
2210052,SÃO JOSÉ DO DIVINO,0.565
2210102,SÃO JOSÉ DO PEIXE,0.573
2210201,SÃO JOSÉ DO PIAUÍ,0.552
2210300,SÃO JULIÃO,0.594
2210359,SÃO LOURENÇO DO PIAUÍ,0.595
2210375,SÃO LUIS DO PIAUÍ,0.554
2210383,SÃO MIGUEL DA BAIXA GRANDE,0.563
2210391,SÃO MIGUEL DO FIDALGO,0.535
2210409,SÃO MIGUEL DO TAPUIO,0.556
2210508,SÃO PEDRO DO PIAUÍ,0.595
2210607,SÃO RAIMUNDO NONATO,0.661
2210623,SEBASTIÃO BARROS,0.536
2210631,SEBASTIÃO LEAL,0.562
2210656,SIGEFREDO PACHECO,0.581
2210706,SIMÕES,0.575
2210805,SIMPLÍCIO MENDES,0.627
2210904,SOCORRO DO PIAUÍ,0.561
2210938,SUSSUAPARA,0.586
2210953,TAMBORIL DO PIAUÍ,0.501
2210979,TANQUE DO PIAUÍ,0.579
2211001,TERESINA,0.751
2211100,UNIÃO,0.577
2211209,URUÇUÍ,0.631
2211308,VALENÇA DO PIAUÍ,0.647
2211357,VÁRZEA BRANCA,0.553
2211407,VÁRZEA GRANDE,0.571
2211506,VERA MENDES,0.503
2211605,VILA NOVA DO PIAUÍ,0.565
2211704,WALL FERRAZ,0.544
2300101,ABAIARA,0.628
2300150,ACARAPE,0.606
2300200,ACARAÚ,0.601
2300309,ACOPIARA,0.595
2300408,AIUABA,0.569
2300507,ALCÂNTARAS,0.6
2300606,ALTANEIRA,0.602
2300705,ALTO SANTO,0.601
2300754,AMONTADA,0.606
2300804,ANTONINA DO NORTE,0.599
2300903,APUIARÉS,0.618
2301000,AQUIRAZ,0.641
2301109,ARACATI,0.655
2301208,ARACOIABA,0.615
2301257,ARARENDÁ,0.59
2301307,ARARIPE,0.564
2301406,ARATUBA,0.622
2301505,ARNEIROZ,0.618
2301604,ASSARÉ,0.6
2301703,AURORA,0.605
2301802,BAIXIO,0.627
2301851,BANABUIÚ,0.606
2301901,BARBALHA,0.683
2301950,BARREIRA,0.616
2302008,BARRO,0.599
2302057,BARROQUINHA,0.571
2302107,BATURITÉ,0.619
2302206,BEBERIBE,0.638
2302305,BELA CRUZ,0.623
2302404,BOA VIAGEM,0.598
2302503,BREJO SANTO,0.647
2302602,CAMOCIM,0.62
2302701,CAMPOS SALES,0.63
2302800,CANINDÉ,0.612
2302909,CAPISTRANO,0.611
2303006,CARIDADE,0.592
2303105,CARIRÉ,0.596
2303204,CARIRIAÇU,0.578
2303303,CARIÚS,0.597
2303402,CARNAUBAL,0.593
2303501,CASCAVEL,0.646
2303600,CATARINA,0.618
2303659,CATUNDA,0.609
2303709,CAUCAIA,0.682
2303808,CEDRO,0.627
2303907,CHAVAL,0.586
2303931,CHORÓ,0.585
2303956,CHOROZINHO,0.604
2304004,COREAÚ,0.61
2304103,CRATEÚS,0.644
2304202,CRATO,0.713
2304236,CROATÁ,0.59
2304251,CRUZ,0.632
2304269,DEPUTADO IRAPUAN PINHEIRO,0.609
2304277,ERERÊ,0.61
2304285,EUSÉBIO,0.701
2304301,FARIAS BRITO,0.633
2304350,FORQUILHA,0.644
2304400,FORTALEZA,0.754
2304459,FORTIM,0.624
2304509,FRECHEIRINHA,0.604
2304608,GENERAL SAMPAIO,0.568
2304657,GRAÇA,0.57
2304707,GRANJA,0.559
2304806,GRANJEIRO,0.585
2304905,GROAÍRAS,0.633
2304954,GUAIÚBA,0.617
2305001,GUARACIABA DO NORTE,0.609
2305100,GUARAMIRANGA,0.637
2305209,HIDROLÂNDIA,0.597
2305233,HORIZONTE,0.658
2305266,IBARETAMA,0.577
2305308,IBIAPINA,0.608
2305332,IBICUITINGA,0.606
2305357,ICAPUÍ,0.616
2305407,ICÓ,0.606
2305506,IGUATU,0.677
2305605,INDEPENDÊNCIA,0.632
2305654,IPAPORANGA,0.579
2305704,IPAUMIRIM,0.606
2305803,IPU,0.618
2305902,IPUEIRAS,0.573
2306009,IRACEMA,0.652
2306108,IRAUÇUBA,0.605
2306207,ITAIÇABA,0.656
2306256,ITAITINGA,0.626
2306306,ITAPAGÉ,0.623
2306405,ITAPIPOCA,0.64
2306504,ITAPIÚNA,0.604
2306553,ITAREMA,0.606
2306603,ITATIRA,0.562
2306702,JAGUARETAMA,0.612
2306801,JAGUARIBARA,0.618
2306900,JAGUARIBE,0.621
2307007,JAGUARUANA,0.624
2307106,JARDIM,0.614
2307205,JATI,0.651
2307254,JIJOCA DE JERICOACOARA,0.652
2307304,JUAZEIRO DO NORTE,0.694
2307403,JUCÁS,0.598
2307502,LAVRAS DA MANGABEIRA,0.613
2307601,LIMOEIRO DO NORTE,0.682
2307635,MADALENA,0.61
2307650,MARACANAÚ,0.686
2307700,MARANGUAPE,0.659
2307809,MARCO,0.612
2307908,MARTINÓPOLE,0.599
2308005,MASSAPÊ,0.616
2308104,MAURITI,0.605
2308203,MERUOCA,0.618
2308302,MILAGRES,0.628
2308351,MILHÃ,0.626
2308377,MIRAÍMA,0.592
2308401,MISSÃO VELHA,0.622
2308500,MOMBAÇA,0.582
2308609,MONSENHOR TABOSA,0.61
2308708,MORADA NOVA,0.61
2308807,MORAÚJO,0.581
2308906,MORRINHOS,0.588
2309003,MUCAMBO,0.607
2309102,MULUNGU,0.607
2309201,NOVA OLINDA,0.625
2309300,NOVA RUSSAS,0.614
2309409,NOVO ORIENTE,0.605
2309458,OCARA,0.594
2309508,ORÓS,0.636
2309607,PACAJUS,0.659
2309706,PACATUBA,0.675
2309805,PACOTI,0.635
2309904,PACUJÁ,0.621
2310001,PALHANO,0.638
2310100,PALMÁCIA,0.622
2310209,PARACURU,0.637
2310258,PARAIPABA,0.634
2310308,PARAMBU,0.57
2310407,PARAMOTI,0.583
2310506,PEDRA BRANCA,0.603
2310605,PENAFORTE,0.646
2310704,PENTECOSTE,0.629
2310803,PEREIRO,0.601
2310852,PINDORETAMA,0.636
2310902,PIQUET CARNEIRO,0.6
2310951,PIRES FERREIRA,0.591
2311009,PORANGA,0.581
2311108,PORTEIRAS,0.622
2311207,POTENGI,0.562
2311231,POTIRETAMA,0.604
2311264,QUITERIANÓPOLIS,0.594
2311306,QUIXADÁ,0.659
2311355,QUIXELÔ,0.591
2311405,QUIXERAMOBIM,0.642
2311504,QUIXERÉ,0.622
2311603,REDENÇÃO,0.626
2311702,RERIUTABA,0.601
2311801,RUSSAS,0.674
2311900,SABOEIRO,0.575
2311959,SALITRE,0.54
2312007,SANTANA DO ACARAÚ,0.587
2312106,SANTANA DO CARIRI,0.612
2312205,SANTA QUITÉRIA,0.616
2312304,SÃO BENEDITO,0.611
2312403,SÃO GONÇALO DO AMARANTE,0.665
2312502,SÃO JOÃO DO JAGUARIBE,0.654
2312601,SÃO LUÍS DO CURU,0.62
2312700,SENADOR POMPEU,0.619
2312809,SENADOR SÁ,0.603
2312908,SOBRAL,0.714
2313005,SOLONÓPOLE,0.625
2313104,TABULEIRO DO NORTE,0.645
2313203,TAMBORIL,0.58
2313252,TARRAFAS,0.576
2313302,TAUÁ,0.633
2313351,TEJUÇUOCA,0.584
2313401,TIANGUÁ,0.657
2313500,TRAIRI,0.606
2313559,TURURU,0.606
2313609,UBAJARA,0.648
2313708,UMARI,0.591
2313757,UMIRIM,0.587
2313807,URUBURETAMA,0.639
2313906,URUOCA,0.566
2313955,VARJOTA,0.611
2314003,VÁRZEA ALEGRE,0.629
2314102,VIÇOSA DO CEARÁ,0.571
2400109,ACARI,0.679
2400208,AÇU,0.661
2400307,AFONSO BEZERRA,0.585
2400406,ÁGUA NOVA,0.616
2400505,ALEXANDRIA,0.606
2400604,ALMINO AFONSO,0.624
2400703,ALTO DO RODRIGUES,0.672
2400802,ANGICOS,0.624
2400901,ANTÔNIO MARTINS,0.578
2401008,APODI,0.639
2401107,AREIA BRANCA,0.682
2401206,ARÊS,0.606
2401305,AUGUSTO SEVERO,0.621
2401404,BAÍA FORMOSA,0.609
2401453,BARAÚNA,0.574
2401503,BARCELONA,0.566
2401602,BENTO FERNANDES,0.582
2401651,BODÓ,0.629
2401701,BOM JESUS,0.584
2401800,BREJINHO,0.592
2401859,CAIÇARA DO NORTE,0.574
2401909,CAIÇARA DO RIO DO VENTO,0.587
2402006,CAICÓ,0.71
2402105,CAMPO REDONDO,0.626
2402204,CANGUARETAMA,0.579
2402303,CARAÚBAS,0.638
2402402,CARNAÚBA DOS DANTAS,0.659
2402501,CARNAUBAIS,0.589
2402600,CEARÁ-MIRIM,0.616
2402709,CERRO CORÁ,0.607
2402808,CORONEL EZEQUIEL,0.587
2402907,CORONEL JOÃO PESSOA,0.578
2403004,CRUZETA,0.654
2403103,CURRAIS NOVOS,0.691
2403202,DOUTOR SEVERIANO,0.621
2403251,PARNAMIRIM,0.766
2403301,ENCANTO,0.629
2403400,EQUADOR,0.623
2403509,ESPÍRITO SANTO,0.558
2403608,EXTREMOZ,0.66
2403707,FELIPE GUERRA,0.636
2403756,FERNANDO PEDROZA,0.597
2403806,FLORÂNIA,0.642
2403905,FRANCISCO DANTAS,0.606
2404002,FRUTUOSO GOMES,0.597
2404101,GALINHOS,0.564
2404200,GOIANINHA,0.638
2404309,GOVERNADOR DIX-SEPT ROSADO,0.592
2404408,GROSSOS,0.664
2404507,GUAMARÉ,0.626
2404606,IELMO MARINHO,0.55
2404705,IPANGUAÇU,0.603
2404804,IPUEIRA,0.679
2404853,ITAJÁ,0.624
2404903,ITAÚ,0.614
2405009,JAÇANÃ,0.604
2405108,JANDAÍRA,0.569
2405207,JANDUÍS,0.615
2405306,JANUÁRIO CICCO,0.574
2405405,JAPI,0.569
2405504,JARDIM DE ANGICOS,0.565
2405603,JARDIM DE PIRANHAS,0.603
2405702,JARDIM DO SERIDÓ,0.663
2405801,JOÃO CÂMARA,0.595
2405900,JOÃO DIAS,0.53
2406007,JOSÉ DA PENHA,0.608
2406106,JUCURUTU,0.601
2406155,JUNDIÁ,0.595
2406205,LAGOA D'ANTA,0.601
2406304,LAGOA DE PEDRAS,0.553
2406403,LAGOA DE VELHOS,0.589
2406502,LAGOA NOVA,0.585
2406601,LAGOA SALGADA,0.582
2406700,LAJES,0.624
2406809,LAJES PINTADAS,0.625
2406908,LUCRÉCIA,0.646
2407005,LUÍS GOMES,0.608
2407104,MACAÍBA,0.64
2407203,MACAU,0.665
2407252,MAJOR SALES,0.617
2407302,MARCELINO VIEIRA,0.609
2407401,MARTINS,0.622
2407500,MAXARANGUAPE,0.608
2407609,MESSIAS TARGINO,0.644
2407708,MONTANHAS,0.557
2407807,MONTE ALEGRE,0.609
2407906,MONTE DAS GAMELEIRAS,0.598
2408003,MOSSORÓ,0.72
2408102,NATAL,0.763
2408201,NÍSIA FLORESTA,0.622
2408300,NOVA CRUZ,0.629
2408409,OLHO-D'ÁGUA DO BORGES,0.585
2408508,OURO BRANCO,0.645
2408607,PARANÁ,0.589
2408706,PARAÚ,0.603
2408805,PARAZINHO,0.549
2408904,PARELHAS,0.676
2408953,RIO DO FOGO,0.569
2409100,PASSA E FICA,0.606
2409209,PASSAGEM,0.589
2409308,PATU,0.618
2409332,SANTA MARIA,0.59
2409407,PAU DOS FERROS,0.678
2409506,PEDRA GRANDE,0.559
2409605,PEDRA PRETA,0.558
2409704,PEDRO AVELINO,0.583
2409803,PEDRO VELHO,0.568
2409902,PENDÊNCIAS,0.631
2410009,PILÕES,0.614
2410108,POÇO BRANCO,0.587
2410207,PORTALEGRE,0.621
2410256,PORTO DO MANGUE,0.59
2410306,PRESIDENTE JUSCELINO,0.563
2410405,PUREZA,0.567
2410504,RAFAEL FERNANDES,0.608
2410603,RAFAEL GODEIRO,0.654
2410702,RIACHO DA CRUZ,0.584
2410801,RIACHO DE SANTANA,0.591
2410900,RIACHUELO,0.592
2411007,RODOLFO FERNANDES,0.604
2411056,TIBAU,0.635
2411106,RUY BARBOSA,0.605
2411205,SANTA CRUZ,0.635
2411403,SANTANA DO MATOS,0.591
2411429,SANTANA DO SERIDÓ,0.642
2411502,SANTO ANTÔNIO,0.62
2411601,SÃO BENTO DO NORTE,0.555
2411700,SÃO BENTO DO TRAIRÍ,0.595
2411809,SÃO FERNANDO,0.608
2411908,SÃO FRANCISCO DO OESTE,0.628
2412005,SÃO GONÇALO DO AMARANTE,0.661
2412104,SÃO JOÃO DO SABUGI,0.655
2412203,SÃO JOSÉ DE MIPIBU,0.611
2412302,SÃO JOSÉ DO CAMPESTRE,0.615
2412401,SÃO JOSÉ DO SERIDÓ,0.694
2412500,SÃO MIGUEL,0.606
2412559,SÃO MIGUEL DO GOSTOSO,0.591
2412609,SÃO PAULO DO POTENGI,0.622
2412708,SÃO PEDRO,0.589
2412807,SÃO RAFAEL,0.611
2412906,SÃO TOMÉ,0.585
2413003,SÃO VICENTE,0.642
2413102,SENADOR ELÓI DE SOUZA,0.583
2413201,SENADOR GEORGINO AVELINO,0.57
2413300,SERRA DE SÃO BENTO,0.582
2413359,SERRA DO MEL,0.614
2413409,SERRA NEGRA DO NORTE,0.597
2413508,SERRINHA,0.592
2413557,SERRINHA DOS PINTOS,0.598
2413607,SEVERIANO MELO,0.604
2413706,SÍTIO NOVO,0.572
2413805,TABOLEIRO GRANDE,0.612
2413904,TAIPU,0.569
2414001,TANGARÁ,0.608
2414100,TENENTE ANANIAS,0.592
2414159,TENENTE LAURENTINO CRUZ,0.623
2414209,TIBAU DO SUL,0.645
2414308,TIMBAÚBA DOS BATISTAS,0.64
2414407,TOUROS,0.572
2414456,TRIUNFO POTIGUAR,0.602
2414506,UMARIZAL,0.618
2414605,UPANEMA,0.596
2414704,VÁRZEA,0.626
2414753,VENHA-VER,0.555
2414803,VERA CRUZ,0.587
2414902,VIÇOSA,0.592
2415008,VILA FLOR,0.576
2500106,ÁGUA BRANCA,0.572
2500205,AGUIAR,0.597
2500304,ALAGOA GRANDE,0.582
2500403,ALAGOA NOVA,0.576
2500502,ALAGOINHA,0.595
2500536,ALCANTIL,0.578
2500577,ALGODÃO DE JANDAÍRA,0.548
2500601,ALHANDRA,0.582
2500700,SÃO JOÃO DO RIO DO PEIXE,0.608
2500734,AMPARO,0.606
2500775,APARECIDA,0.578
2500809,ARAÇAGI,0.549
2500908,ARARA,0.548
2501005,ARARUNA,0.567
2501104,AREIA,0.594
2501153,AREIA DE BARAÚNAS,0.562
2501203,AREIAL,0.608
2501302,AROEIRAS,0.548
2501351,ASSUNÇÃO,0.609
2501401,BAÍA DA TRAIÇÃO,0.581
2501500,BANANEIRAS,0.568
2501534,BARAÚNA,0.558
2501575,BARRA DE SANTANA,0.567
2501609,BARRA DE SANTA ROSA,0.562
2501708,BARRA DE SÃO MIGUEL,0.572
2501807,BAYEUX,0.649
2501906,BELÉM,0.592
2502003,BELÉM DO BREJO DO CRUZ,0.578
2502052,BERNARDINO BATISTA,0.558
2502102,BOA VENTURA,0.599
2502151,BOA VISTA,0.649
2502201,BOM JESUS,0.597
2502300,BOM SUCESSO,0.592
2502409,BONITO DE SANTA FÉ,0.574
2502508,BOQUEIRÃO,0.607
2502607,IGARACY,0.61
2502706,BORBOREMA,0.558
2502805,BREJO DO CRUZ,0.597
2502904,BREJO DOS SANTOS,0.619
2503001,CAAPORÃ,0.602
2503100,CABACEIRAS,0.611
2503209,CABEDELO,0.748
2503308,CACHOEIRA DOS ÍNDIOS,0.587
2503407,CACIMBA DE AREIA,0.596
2503506,CACIMBA DE DENTRO,0.564
2503555,CACIMBAS,0.523
2503605,CAIÇARA,0.592
2503704,CAJAZEIRAS,0.679
2503753,CAJAZEIRINHAS,0.55
2503803,CALDAS BRANDÃO,0.568
2503902,CAMALAÚ,0.567
2504009,CAMPINA GRANDE,0.72
2504033,CAPIM,0.533
2504074,CARAÚBAS,0.585
2504108,CARRAPATEIRA,0.603
2504157,CASSERENGUE,0.514
2504207,CATINGUEIRA,0.574
2504306,CATOLÉ DO ROCHA,0.64
2504355,CATURITÉ,0.623
2504405,CONCEIÇÃO,0.592
2504504,CONDADO,0.594
2504603,CONDE,0.618
2504702,CONGO,0.581
2504801,COREMAS,0.592
2504850,COXIXOLA,0.641
2504900,CRUZ DO ESPÍRITO SANTO,0.552
2505006,CUBATI,0.566
2505105,CUITÉ,0.591
2505204,CUITEGI,0.57
2505238,CUITÉ DE MAMANGUAPE,0.524
2505279,CURRAL DE CIMA,0.529
2505303,CURRAL VELHO,0.606
2505352,DAMIÃO,0.521
2505402,DESTERRO,0.58
2505501,VISTA SERRANA,0.566
2505600,DIAMANTE,0.593
2505709,DONA INÊS,0.545
2505808,DUAS ESTRADAS,0.603
2505907,EMAS,0.595
2506004,ESPERANÇA,0.623
2506103,FAGUNDES,0.56
2506202,FREI MARTINHO,0.641
2506251,GADO BRAVO,0.513
2506301,GUARABIRA,0.673
2506400,GURINHÉM,0.556
2506509,GURJÃO,0.625
2506608,IBIARA,0.586
2506707,IMACULADA,0.557
2506806,INGÁ,0.592
2506905,ITABAIANA,0.613
2507002,ITAPORANGA,0.615
2507101,ITAPOROROCA,0.564
2507200,ITATUBA,0.562
2507309,JACARAÚ,0.558
2507408,JERICÓ,0.603
2507507,JOÃO PESSOA,0.763
2507606,JUAREZ TÁVORA,0.579
2507705,JUAZEIRINHO,0.567
2507804,JUNCO DO SERIDÓ,0.617
2507903,JURIPIRANGA,0.548
2508000,JURU,0.57
2508109,LAGOA,0.563
2508208,LAGOA DE DENTRO,0.57
2508307,LAGOA SECA,0.627
2508406,LASTRO,0.533
2508505,LIVRAMENTO,0.566
2508554,LOGRADOURO,0.583
2508604,LUCENA,0.583
2508703,MÃE D'ÁGUA,0.542
2508802,MALTA,0.642
2508901,MAMANGUAPE,0.585
2509008,MANAÍRA,0.543
2509057,MARCAÇÃO,0.529
2509107,MARI,0.548
2509156,MARIZÓPOLIS,0.608
2509206,MASSARANDUBA,0.567
2509305,MATARACA,0.536
2509339,MATINHAS,0.541
2509370,MATO GROSSO,0.565
2509396,MATURÉIA,0.572
2509404,MOGEIRO,0.574
2509503,MONTADAS,0.59
2509602,MONTE HOREBE,0.587
2509701,MONTEIRO,0.628
2509800,MULUNGU,0.565
2509909,NATUBA,0.541
2510006,NAZAREZINHO,0.562
2510105,NOVA FLORESTA,0.601
2510204,NOVA OLINDA,0.573
2510303,NOVA PALMEIRA,0.595
2510402,OLHO D'ÁGUA,0.572
2510501,OLIVEDOS,0.603
2510600,OURO VELHO,0.614
2510659,PARARI,0.584
2510709,PASSAGEM,0.62
2510808,PATOS,0.701
2510907,PAULISTA,0.587
2511004,PEDRA BRANCA,0.599
2511103,PEDRA LAVRADA,0.574
2511202,PEDRAS DE FOGO,0.59
2511301,PIANCÓ,0.621
2511400,PICUÍ,0.608
2511509,PILAR,0.579
2511608,PILÕES,0.56
2511707,PILÕEZINHOS,0.564
2511806,PIRPIRITUBA,0.595
2511905,PITIMBU,0.57
2512002,POCINHOS,0.591
2512036,POÇO DANTAS,0.525
2512077,POÇO DE JOSÉ DE MOURA,0.612
2512101,POMBAL,0.634
2512200,PRATA,0.608
2512309,PRINCESA ISABEL,0.606
2512408,PUXINANÃ,0.617
2512507,QUEIMADAS,0.608
2512606,QUIXABÁ,0.622
2512705,REMÍGIO,0.607
2512721,PEDRO RÉGIS,0.542
2512747,RIACHÃO,0.574
2512754,RIACHÃO DO BACAMARTE,0.553
2512762,RIACHÃO DO POÇO,0.555
2512788,RIACHO DE SANTO ANTÔNIO,0.594
2512804,RIACHO DOS CAVALOS,0.568
2512903,RIO TINTO,0.585
2513000,SALGADINHO,0.563
2513109,SALGADO DE SÃO FÉLIX,0.568
2513158,SANTA CECÍLIA,0.525
2513208,SANTA CRUZ,0.618
2513307,SANTA HELENA,0.609
2513356,SANTA INÊS,0.572
2513406,SANTA LUZIA,0.682
2513505,SANTANA DE MANGUEIRA,0.535
2513604,SANTANA DOS GARROTES,0.594
2513653,SANTARÉM,0.622
2513703,SANTA RITA,0.627
2513802,SANTA TERESINHA,0.627
2513851,SANTO ANDRÉ,0.6
2513901,SÃO BENTO,0.58
2513927,SÃO BENTINHO,0.606
2513943,SÃO DOMINGOS DO CARIRI,0.589
2513968,SÃO DOMINGOS,0.548
2513984,SÃO FRANCISCO,0.58
2514008,SÃO JOÃO DO CARIRI,0.622
2514107,SÃO JOÃO DO TIGRE,0.552
2514206,SÃO JOSÉ DA LAGOA TAPADA,0.53
2514305,SÃO JOSÉ DE CAIANA,0.565
2514404,SÃO JOSÉ DE ESPINHARAS,0.577
2514453,SÃO JOSÉ DOS RAMOS,0.541
2514503,SÃO JOSÉ DE PIRANHAS,0.591
2514552,SÃO JOSÉ DE PRINCESA,0.565
2514602,SÃO JOSÉ DO BONFIM,0.578
