codigo_municipio_ibge,municipio,idhm
2930006,SEBASTIÃO LARANJEIRAS,0.615
2930105,SENHOR DO BONFIM,0.666
2930154,SERRA DO RAMALHO,0.595
2930204,SENTO SÉ,0.585
2930303,SERRA DOURADA,0.608
2930402,SERRA PRETA,0.566
2930501,SERRINHA,0.634
2930600,SERROLÂNDIA,0.59
2930709,SIMÕES FILHO,0.675
2930758,SÍTIO DO MATO,0.564
2930766,SÍTIO DO QUINTO,0.533
2930774,SOBRADINHO,0.631
2930808,SOUTO SOARES,0.592
2930907,TABOCAS DO BREJO VELHO,0.584
2931004,TANHAÇU,0.577
2931053,TANQUE NOVO,0.599
2931103,TANQUINHO,0.597
2931202,TAPEROÁ,0.566
2931301,TAPIRAMUTÁ,0.594
2931350,TEIXEIRA DE FREITAS,0.685
2931400,TEODORO SAMPAIO,0.594
2931509,TEOFILÂNDIA,0.566
2931608,TEOLÂNDIA,0.555
2931707,TERRA NOVA,0.578
2931806,TREMEDAL,0.528
2931905,TUCANO,0.579
2932002,UAUÁ,0.605
2932101,UBAÍRA,0.582
2932200,UBAITABA,0.611
2932309,UBATÃ,0.593
2932408,UIBAÍ,0.617
2932457,UMBURANAS,0.515
2932507,UNA,0.56
2932606,URANDI,0.598
2932705,URUÇUCA,0.616
2932804,UTINGA,0.59
2932903,VALENÇA,0.623
2933000,VALENTE,0.637
2933059,VÁRZEA DA ROÇA,0.539
2933109,VÁRZEA DO POÇO,0.575
2933158,VÁRZEA NOVA,0.555
2933174,VARZEDO,0.586
2933208,VERA CRUZ,0.645
2933257,VEREDA,0.577
2933307,VITÓRIA DA CONQUISTA,0.678
2933406,WAGNER,0.587
2933455,WANDERLEY,0.6
2933505,WENCESLAU GUIMARÃES,0.544
2933604,XIQUE-XIQUE,0.585
3100104,Abadia dos Dourados,0.689
3100203,Abaeté,0.698
3100302,Abre Campo,0.654
3100401,Acaiaca,0.63
3100500,Açucena,0.61
3100609,Água Boa,0.576
3100708,Água Comprida,0.675
3100807,Aguanil,0.663
3100906,Águas Formosas,0.645
3101003,Águas Vermelhas,0.601
3101102,Aimorés,0.684
3101201,Aiuruoca,0.668
3101300,Alagoa,0.649
3101409,Albertina,0.673
3101508,Além Paraíba,0.726
3101607,Alfenas,0.761
3101631,Alfredo Vasconcelos,0.675
3101706,Almenara,0.642
3101805,Alpercata,0.646
3101904,Alpinópolis,0.725
3102001,Alterosa,0.668
3102050,Alto Caparaó,0.661
3102100,Alto Rio Doce,0.62
3102209,Alvarenga,0.592
3102308,Alvinópolis,0.676
3102407,Alvorada de Minas,0.572
3102506,Amparo do Serra,0.641
3102605,Andradas,0.734
3102704,Cachoeira de Pajeú,0.578
3102803,Andrelândia,0.7
3102852,Angelândia,0.597
3102902,Antônio Carlos,0.683
3103009,Antônio Dias,0.645
3103108,Antônio Prado de Minas,0.684
3103207,Araçaí,0.695
3103306,Aracitaba,0.661
3103405,Araçuaí,0.663
3103504,Araguari,0.773
3103603,Arantina,0.697
3103702,Araponga,0.536
3103751,Araporã,0.708
3103801,Arapuá,0.724
3103900,Araújos,0.698
3104007,Araxá,0.772
3104106,Arceburgo,0.683
3104205,Arcos,0.749
3104304,Areado,0.727
3104403,Argirita,0.643
3104452,Aricanduva,0.582
3104502,Arinos,0.656
3104601,Astolfo Dutra,0.694
3104700,Ataléia,0.588
3104809,Augusto de Lima,0.656
3104908,Baependi,0.681
3105004,Baldim,0.671
3105103,Bambuí,0.741
3105202,Bandeira,0.599
3105301,Bandeira do Sul,0.692
3105400,Barão de Cocais,0.722
3105509,Barão de Monte Alto,0.649
3105608,Barbacena,0.769
3105707,Barra Longa,0.624
3105905,Barroso,0.734
3106002,Bela Vista de Minas,0.674
3106101,Belmiro Braga,0.66
3106200,Belo Horizonte,0.81
3106309,Belo Oriente,0.686
3106408,Belo Vale,0.655
3106507,Berilo,0.628
3106606,Bertópolis,0.594
3106655,Berizal,0.604
3106705,Betim,0.749
3106804,Bias Fortes,0.62
3106903,Bicas,0.744
3107000,Biquinhas,0.688
3107109,Boa Esperança,0.704
3107208,Bocaina de Minas,0.645
3107307,Bocaiúva,0.7
3107406,Bom Despacho,0.75
3107505,Bom Jardim de Minas,0.673
3107604,Bom Jesus da Penha,0.735
3107703,Bom Jesus do Amparo,0.683
3107802,Bom Jesus do Galho,0.623
3107901,Bom Repouso,0.653
3108008,Bom Sucesso,0.692
3108107,Bonfim,0.637
3108206,Bonfinópolis de Minas,0.678
3108255,Bonito de Minas,0.537
3108305,Borda da Mata,0.73
3108404,Botelhos,0.702
3108503,Botumirim,0.602
3108552,Brasilândia de Minas,0.674
3108602,Brasília de Minas,0.656
3108701,Brás Pires,0.625
3108800,Braúnas,0.624
3108909,Brasópolis,0.692
3109006,Brumadinho,0.747
3109105,Bueno Brandão,0.658
3109204,Buenópolis,0.669
3109253,Bugre,0.627
3109303,Buritis,0.672
3109402,Buritizeiro,0.624
3109451,Cabeceira Grande,0.648
3109501,Cabo Verde,0.674
3109600,Cachoeira da Prata,0.741
3109709,Cachoeira de Minas,0.706
3109808,Cachoeira Dourada,0.726
3109907,Caetanópolis,0.706
3110004,Caeté,0.728
3110103,Caiana,0.633
3110202,Cajuri,0.617
3110301,Caldas,0.687
3110400,Camacho,0.69
3110509,Camanducaia,0.689
3110608,Cambuí,0.751
3110707,Cambuquira,0.699
3110806,Campanário,0.616
3110905,Campanha,0.709
3111002,Campestre,0.698
3111101,Campina Verde,0.704
3111150,Campo Azul,0.621
3111200,Campo Belo,0.711
3111309,Campo do Meio,0.683
3111408,Campo Florido,0.706
3111507,Campos Altos,0.702
3111606,Campos Gerais,0.682
3111705,Canaã,0.649
3111804,Canápolis,0.722
3111903,Cana Verde,0.65
3112000,Candeias,0.678
3112059,Cantagalo,0.631
3112109,Caparaó,0.624
3112208,Capela Nova,0.648
3112307,Capelinha,0.653
3112406,Capetinga,0.675
3112505,Capim Branco,0.695
3112604,Capinópolis,0.723
3112653,Capitão Andrade,0.624
3112703,Capitão Enéas,0.639
3112802,Capitólio,0.71
3112901,Caputira,0.615
3113008,Caraí,0.558
3113107,Caranaíba,0.634
3113206,Carandaí,0.697
3113305,Carangola,0.695
3113404,Caratinga,0.706
3113503,Carbonita,0.638
3113602,Careaçu,0.683
3113701,Carlos Chagas,0.648
3113800,Carmésia,0.65
3113909,Carmo da Cachoeira,0.655
3114006,Carmo da Mata,0.689
3114105,Carmo de Minas,0.682
3114204,Carmo do Cajuru,0.71
3114303,Carmo do Paranaíba,0.705
3114402,Carmo do Rio Claro,0.733
3114501,Carmópolis de Minas,0.7
3114550,Carneirinho,0.741
3114600,Carrancas,0.725
3114709,Carvalhópolis,0.724
3114808,Carvalhos,0.646
3114907,Casa Grande,0.652
3115003,Cascalho Rico,0.721
3115102,Cássia,0.704
3115201,Conceição da Barra de Minas,0.685
3115300,Cataguases,0.751
3115359,Catas Altas,0.684
3115409,Catas Altas da Noruega,0.6
3115458,Catuji,0.54
3115474,Catuti,0.621
3115508,Caxambu,0.743
3115607,Cedro do Abaeté,0.678
3115706,Central de Minas,0.665
3115805,Centralina,0.678
3115904,Chácara,0.664
3116001,Chalé,0.655
3116100,Chapada do Norte,0.598
3116159,Chapada Gaúcha,0.635
3116209,Chiador,0.711
3116308,Cipotânea,0.579
3116407,Claraval,0.698
3116506,Claro dos Poções,0.67
3116605,Cláudio,0.709
3116704,Coimbra,0.669
3116803,Coluna,0.583
3116902,Comendador Gomes,0.697
3117009,Comercinho,0.593
3117108,Conceição da Aparecida,0.691
3117207,Conceição das Pedras,0.668
3117306,Conceição das Alagoas,0.712
3117405,Conceição de Ipanema,0.676
3117504,Conceição do Mato Dentro,0.634
3117603,Conceição do Pará,0.7
3117702,Conceição do Rio Verde,0.665
3117801,Conceição dos Ouros,0.703
3117836,Cônego Marinho,0.621
3117876,Confins,0.747
3117900,Congonhal,0.712
3118007,Congonhas,0.753
3118106,Congonhas do Norte,0.568
3118205,Conquista,0.729
3118304,Conselheiro Lafaiete,0.761
3118403,Conselheiro Pena,0.662
3118502,Consolação,0.673
3118601,Contagem,0.756
3118700,Coqueiral,0.694
3118809,Coração de Jesus,0.642
3118908,Cordisburgo,0.656
3119005,Cordislândia,0.66
3119104,Corinto,0.68
3119203,Coroaci,0.626
3119302,Coromandel,0.708
3119401,Coronel Fabriciano,0.755
3119500,Coronel Murta,0.627
3119609,Coronel Pacheco,0.669
3119708,Coronel Xavier Chaves,0.677
3119807,Córrego Danta,0.692
3119906,Córrego do Bom Jesus,0.692
3119955,Córrego Fundo,0.678
3120003,Córrego Novo,0.632
3120102,Couto de Magalhães de Minas,0.659
3120151,Crisólita,0.585
3120201,Cristais,0.692
3120300,Cristália,0.583
3120409,Cristiano Otoni,0.695
3120508,Cristina,0.668
3120607,Crucilândia,0.651
3120706,Cruzeiro da Fortaleza,0.696
3120805,Cruzília,0.695
3120839,Cuparaque,0.627
3120870,Curral de Dentro,0.585
3120904,Curvelo,0.713
3121001,Datas,0.616
3121100,Delfim Moreira,0.669
3121209,Delfinópolis,0.74
3121258,Delta,0.639
3121308,Descoberto,0.68
3121407,Desterro de Entre Rios,0.639
3121506,Desterro do Melo,0.631
3121605,Diamantina,0.716
3121704,Diogo de Vasconcelos,0.601
3121803,Dionísio,0.702
3121902,Divinésia,0.657
3122009,Divino,0.605
3122108,Divino das Laranjeiras,0.661
3122207,Divinolândia de Minas,0.623
3122306,Divinópolis,0.764
3122355,Divisa Alegre,0.608
3122405,Divisa Nova,0.67
3122454,Divisópolis,0.609
3122470,Dom Bosco,0.673
3122504,Dom Cavati,0.688
3122603,Dom Joaquim,0.622
3122702,Dom Silvério,0.709
3122801,Dom Viçoso,0.687
3122900,Dona Eusébia,0.701
3123007,Dores de Campos,0.686
3123106,Dores de Guanhães,0.636
3123205,Dores do Indaiá,0.719
3123304,Dores do Turvo,0.629
3123403,Doresópolis,0.692
3123502,Douradoquara,0.706
3123528,Durandé,0.645
3123601,Elói Mendes,0.685
3123700,Engenheiro Caldas,0.644
3123809,Engenheiro Navarro,0.655
3123858,Entre Folhas,0.634
3123908,Entre Rios de Minas,0.672
3124005,Ervália,0.625
3124104,Esmeraldas,0.671
3124203,Espera Feliz,0.663
3124302,Espinosa,0.627
3124401,Espírito Santo do Dourado,0.685
3124500,Estiva,0.691
3124609,Estrela Dalva,0.71
3124708,Estrela do Indaiá,0.676
3124807,Estrela do Sul,0.696
3124906,Eugenópolis,0.675
3125002,Ewbank da Câmara,0.676
3125101,Extrema,0.732
3125200,Fama,0.717
3125309,Faria Lemos,0.687
3125408,Felício dos Santos,0.606
3125507,São Gonçalo do Rio Preto,0.64
3125606,Felisburgo,0.583
3125705,Felixlândia,0.648
3125804,Fernandes Tourinho,0.646
3125903,Ferros,0.603
3125952,Fervedouro,0.58
3126000,Florestal,0.724
3126109,Formiga,0.755
3126208,Formoso,0.64
3126307,Fortaleza de Minas,0.67
3126406,Fortuna de Minas,0.696
3126505,Francisco Badaró,0.622
3126604,Francisco Dumont,0.625
3126703,Francisco Sá,0.654
3126752,Franciscópolis,0.603
3126802,Frei Gaspar,0.59
3126901,Frei Inocêncio,0.648
3126950,Frei Lagonegro,0.543
3127008,Fronteira,0.684
3127057,Fronteira dos Vales,0.592
3127073,Fruta de Leite,0.544
3127107,Frutal,0.73
3127206,Funilândia,0.655
3127305,Galiléia,0.654
3127339,Gameleiras,0.65
3127354,Glaucilândia,0.679
3127370,Goiabeira,0.647
3127388,Goianá,0.716
3127404,Gonçalves,0.683
3127503,Gonzaga,0.606
3127602,Gouveia,0.681
3127701,Governador Valadares,0.727
3127800,Grão Mogol,0.604
3127909,Grupiara,0.731
3128006,Guanhães,0.686
3128105,Guapé,0.679
3128204,Guaraciaba,0.623
3128253,Guaraciama,0.677
3128303,Guaranésia,0.701
3128402,Guarani,0.677
3128501,Guarará,0.652
3128600,Guarda-Mor,0.69
3128709,Guaxupé,0.751
3128808,Guidoval,0.683
3128907,Guimarânia,0.693
3129004,Guiricema,0.674
3129103,Gurinhatã,0.68
3129202,Heliodora,0.657
3129301,Iapu,0.654
3129400,Ibertioga,0.657
3129509,Ibiá,0.718
3129608,Ibiaí,0.614
3129657,Ibiracatu,0.591
3129707,Ibiraci,0.706
3129806,Ibirité,0.704
3129905,Ibitiúra de Minas,0.674
3130002,Ibituruna,0.675
3130051,Icaraí de Minas,0.624
3130101,Igarapé,0.698
3130200,Igaratinga,0.651
3130309,Iguatama,0.707
3130408,Ijaci,0.714
3130507,Ilicínea,0.68
3130556,Imbé de Minas,0.553
3130606,Inconfidentes,0.692
3130655,Indaiabira,0.61
3130705,Indianópolis,0.674
3130804,Ingaí,0.697
3130903,Inhapim,0.658
3131000,Inhaúma,0.702
3131109,Inimutaba,0.664
3131158,Ipaba,0.665
3131208,Ipanema,0.693
3131307,Ipatinga,0.771
3131406,Ipiaçu,0.696
3131505,Ipuiúna,0.686
3131604,Iraí de Minas,0.695
3131703,Itabira,0.756
3131802,Itabirinha,0.653
3131901,Itabirito,0.73
3132008,Itacambira,0.628
3132107,Itacarambi,0.641
3132206,Itaguara,0.691
3132305,Itaipé,0.552
3132404,Itajubá,0.787
3132503,Itamarandiba,0.646
3132602,Itamarati de Minas,0.688
3132701,Itambacuri,0.634
3132800,Itambé do Mato Dentro,0.634
3132909,Itamogi,0.674
3133006,Itamonte,0.705
3133105,Itanhandu,0.739
3133204,Itanhomi,0.65
3133303,Itaobim,0.629
3133402,Itapagipe,0.723
3133501,Itapecerica,0.713
3133600,Itapeva,0.72
3133709,Itatiaiuçu,0.677
3133758,Itaú de Minas,0.776
3133808,Itaúna,0.758
3133907,Itaverava,0.627
3134004,Itinga,0.6
3134103,Itueta,0.635
3134202,Ituiutaba,0.739
3134301,Itumirim,0.726
3134400,Iturama,0.747
3134509,Itutinga,0.727
3134608,Jaboticatubas,0.681
3134707,Jacinto,0.62
3134806,Jacuí,0.668
3134905,Jacutinga,0.715
3135001,Jaguaraçu,0.679
3135050,Jaíba,0.638
3135076,Jampruca,0.609
3135100,Janaúba,0.696
3135209,Januária,0.658
3135308,Japaraíba,0.721
3135357,Japonvar,0.608
3135407,Jeceaba,0.661
3135456,Jenipapo de Minas,0.624
3135506,Jequeri,0.601
3135605,Jequitaí,0.643
3135704,Jequitibá,0.689
3135803,Jequitinhonha,0.615
3135902,Jesuânia,0.658
3136009,Joaíma,0.587
3136108,Joanésia,0.626
3136207,João Monlevade,0.758
3136306,João Pinheiro,0.697
3136405,Joaquim Felício,0.637
3136504,Jordânia,0.628
3136520,José Gonçalves de Minas,0.632
3136553,José Raydan,0.617
3136579,Josenópolis,0.564
3136603,Nova União,0.662
3136652,Juatuba,0.717
3136702,Juiz de Fora,0.778
3136801,Juramento,0.669
3136900,Juruaia,0.723
3136959,Juvenília,0.592
3137007,Ladainha,0.541
3137106,Lagamar,0.718
3137205,Lagoa da Prata,0.732
3137304,Lagoa dos Patos,0.634
3137403,Lagoa Dourada,0.676
3137502,Lagoa Formosa,0.703
3137536,Lagoa Grande,0.679
3137601,Lagoa Santa,0.777
3137700,Lajinha,0.661
3137809,Lambari,0.711
3137908,Lamim,0.655
3138005,Laranjal,0.714
3138104,Lassance,0.629
3138203,Lavras,0.782
3138302,Leandro Ferreira,0.71
3138351,Leme do Prado,0.67
3138401,Leopoldina,0.726
3138500,Liberdade,0.672
3138609,Lima Duarte,0.71
3138625,Limeira do Oeste,0.71
3138658,Lontra,0.646
3138674,Luisburgo,0.608
3138682,Luislândia,0.614
3138708,Luminárias,0.678
3138807,Luz,0.724
3138906,Machacalis,0.64
3139003,Machado,0.715
3139102,Madre de Deus de Minas,0.699
3139201,Malacacheta,0.618
3139250,Mamonas,0.618
3139300,Manga,0.642
3139409,Manhuaçu,0.689
3139508,Manhumirim,0.697
3139607,Mantena,0.675
3139706,Maravilhas,0.672
3139805,Mar de Espanha,0.684
3139904,Maria da Fé,0.702
3140001,Mariana,0.742
3140100,Marilac,0.615
3140159,Mário Campos,0.699
3140209,Maripá de Minas,0.68
3140308,Marliéria,0.657
3140407,Marmelópolis,0.65
3140506,Martinho Campos,0.669
3140530,Martins Soares,0.635
3140555,Mata Verde,0.581
3140605,Materlândia,0.597
3140704,Mateus Leme,0.704
3140803,Matias Barbosa,0.72
3140852,Matias Cardoso,0.616
3140902,Matipó,0.631
3141009,Mato Verde,0.662
3141108,Matozinhos,0.731
3141207,Matutina,0.707
3141306,Medeiros,0.711
3141405,Medina,0.624
3141504,Mendes Pimentel,0.626
3141603,Mercês,0.664
3141702,Mesquita,0.656
3141801,Minas Novas,0.633
3141900,Minduri,0.658
3142007,Mirabela,0.665
3142106,Miradouro,0.663
3142205,Miraí,0.68
3142254,Miravânia,0.593
3142304,Moeda,0.638
3142403,Moema,0.721
3142502,Monjolos,0.65
3142601,Monsenhor Paulo,0.721
3142700,Montalvânia,0.613
3142809,Monte Alegre de Minas,0.674
3142908,Monte Azul,0.659
3143005,Monte Belo,0.688
3143104,Monte Carmelo,0.728
3143153,Monte Formoso,0.541
3143203,Monte Santo de Minas,0.71
3143302,Montes Claros,0.77
3143401,Monte Sião,0.724
3143450,Montezuma,0.587
3143500,Morada Nova de Minas,0.696
3143609,Morro da Garça,0.648
3143708,Morro do Pilar,0.597
3143807,Munhoz,0.647
3143906,Muriaé,0.734
3144003,Mutum,0.644
3144102,Muzambinho,0.74
3144201,Nacip Raydan,0.585
3144300,Nanuque,0.701
3144359,Naque,0.675
3144375,Natalândia,0.671
3144409,Natércia,0.693
3144508,Nazareno,0.69
3144607,Nepomuceno,0.667
3144656,Ninheira,0.556
3144672,Nova Belém,0.592
3144706,Nova Era,0.709
3144805,Nova Lima,0.813
3144904,Nova Módica,0.63
3145000,Nova Ponte,0.701
3145059,Nova Porteirinha,0.641
3145109,Nova Resende,0.671
3145208,Nova Serrana,0.715
3145307,Novo Cruzeiro,0.571
3145356,Novo Oriente de Minas,0.555
3145372,Novorizonte,0.616
3145406,Olaria,0.636
3145455,Olhos-d'Água,0.626
3145505,Olímpio Noronha,0.674
3145604,Oliveira,0.699
3145703,Oliveira Fortes,0.635
3145802,Onça de Pitangui,0.663
3145851,Oratórios,0.637
3145877,Orizânia,0.562
3145901,Ouro Branco,0.764
3146008,Ouro Fino,0.722
3146107,Ouro Preto,0.741
3146206,Ouro Verde de Minas,0.595
3146255,Padre Carvalho,0.599
3146305,Padre Paraíso,0.596
3146404,Paineiras,0.669
3146503,Pains,0.728
3146552,Pai Pedro,0.59
3146602,Paiva,0.72
3146701,Palma,0.703
3146750,Palmópolis,0.565
3146909,Papagaios,0.666
3147006,Paracatu,0.744
3147105,Pará de Minas,0.725
3147204,Paraguaçu,0.715
3147303,Paraisópolis,0.729
3147402,Paraopeba,0.694
3147501,Passabém,0.642
3147600,Passa Quatro,0.715
3147709,Passa Tempo,0.687
3147808,Passa-Vinte,0.648
3147907,Passos,0.756
3147956,Patis,0.614
3148004,Patos de Minas,0.765
3148103,Patrocínio,0.729
3148202,Patrocínio do Muriaé,0.682
3148301,Paula Cândido,0.637
3148400,Paulistas,0.625
3148509,Pavão,0.627
3148608,Peçanha,0.627
3148707,Pedra Azul,0.627
3148756,Pedra Bonita,0.573
3148806,Pedra do Anta,0.624
3148905,Pedra do Indaiá,0.708
3149002,Pedra Dourada,0.655
3149101,Pedralva,0.675
3149150,Pedras de Maria da Cruz,0.614
3149200,Pedrinópolis,0.729
3149309,Pedro Leopoldo,0.757
3149408,Pedro Teixeira,0.637
3149507,Pequeri,0.694
3149606,Pequi,0.674
3149705,Perdigão,0.703
3149804,Perdizes,0.723
3149903,Perdões,0.744
3149952,Periquito,0.651
3150000,Pescador,0.656
3150109,Piau,0.629
3150158,Piedade de Caratinga,0.612
3150208,Piedade de Ponte Nova,0.639
3150307,Piedade do Rio Grande,0.678
3150406,Piedade dos Gerais,0.626
3150505,Pimenta,0.686
3150539,Pingo-d'Água,0.619
3150570,Pintópolis,0.594
3150604,Piracema,0.646
3150703,Pirajuba,0.723
3150802,Piranga,0.6
3150901,Piranguçu,0.685
3151008,Piranguinho,0.717
3151107,Pirapetinga,0.709
3151206,Pirapora,0.731
3151305,Piraúba,0.684
3151404,Pitangui,0.725
3151503,Piumhi,0.737
3151602,Planura,0.712
3151701,Poço Fundo,0.691
3151800,Poços de Caldas,0.779
3151909,Pocrane,0.626
3152006,Pompéu,0.689
3152105,Ponte Nova,0.717
3152131,Ponto Chique,0.606
3152170,Ponto dos Volantes,0.595
3152204,Porteirinha,0.651
3152303,Porto Firme,0.634
3152402,Poté,0.624
3152501,Pouso Alegre,0.774
3152600,Pouso Alto,0.71
3152709,Prados,0.689
3152808,Prata,0.695
3152907,Pratápolis,0.729
3153004,Pratinha,0.721
3153103,Presidente Bernardes,0.632
3153202,Presidente Juscelino,0.614
3153301,Presidente Kubitschek,0.595
3153400,Presidente Olegário,0.701
3153509,Alto Jequitibá,0.66
3153608,Prudente de Morais,0.69
3153707,Quartel Geral,0.683
3153806,Queluzito,0.682
3153905,Raposos,0.73
3154002,Raul Soares,0.655
3154101,Recreio,0.692
3154150,Reduto,0.629
3154200,Resende Costa,0.685
3154309,Resplendor,0.67
3154408,Ressaquinha,0.683
3154457,Riachinho,0.632
3154507,Riacho dos Machados,0.627
3154606,Ribeirão das Neves,0.684
3154705,Ribeirão Vermelho,0.737
3154804,Rio Acima,0.673
3154903,Rio Casca,0.65
3155009,Rio Doce,0.664
3155108,Rio do Prado,0.605
3155207,Rio Espera,0.602
3155306,Rio Manso,0.648
3155405,Rio Novo,0.707
3155504,Rio Paranaíba,0.709
3155603,Rio Pardo de Minas,0.624
3155702,Rio Piracicaba,0.685
3155801,Rio Pomba,0.714
3155900,Rio Preto,0.679
3156007,Rio Vermelho,0.558
3156106,Ritápolis,0.653
3156205,Rochedo de Minas,0.684
3156304,Rodeiro,0.668
3156403,Romaria,0.708
3156452,Rosário da Limeira,0.662
3156502,Rubelita,0.582
3156601,Rubim,0.609
3156700,Sabará,0.731
3156809,Sabinópolis,0.638
3156908,Sacramento,0.732
3157005,Salinas,0.679
3157104,Salto da Divisa,0.608
3157203,Santa Bárbara,0.707
3157252,Santa Bárbara do Leste,0.613
3157278,Santa Bárbara do Monte Verde,0.606
3157302,Santa Bárbara do Tugúrio,0.637
3157336,Santa Cruz de Minas,0.706
3157377,Santa Cruz de Salinas,0.577
3157401,Santa Cruz do Escalvado,0.625
3157500,Santa Efigênia de Minas,0.607
3157609,Santa Fé de Minas,0.615
3157658,Santa Helena de Minas,0.567
3157708,Santa Juliana,0.706
3157807,Santa Luzia,0.715
3157906,Santa Margarida,0.61
3158003,Santa Maria de Itabira,0.648
3158102,Santa Maria do Salto,0.613
3158201,Santa Maria do Suaçuí,0.64
3158300,Santana da Vargem,0.698
3158409,Santana de Cataguases,0.694
3158508,Santana de Pirapama,0.628
3158607,Santana do Deserto,0.651
3158706,Santana do Garambéu,0.667
3158805,Santana do Jacaré,0.647
3158904,Santana do Manhuaçu,0.621
3158953,Santana do Paraíso,0.685
3159001,Santana do Riacho,0.665
3159100,Santana dos Montes,0.647
3159209,Santa Rita de Caldas,0.69
3159308,Santa Rita de Jacutinga,0.682
3159357,Santa Rita de Minas,0.613
3159407,Santa Rita de Ibitipoca,0.63
3159506,Santa Rita do Itueto,0.607
3159605,Santa Rita do Sapucaí,0.721
3159704,Santa Rosa da Serra,0.705
3159803,Santa Vitória,0.71
3159902,Santo Antônio do Amparo,0.672
3160009,Santo Antônio do Aventureiro,0.671
3160108,Santo Antônio do Grama,0.633
3160207,Santo Antônio do Itambé,0.558
3160306,Santo Antônio do Jacinto,0.574
3160405,Santo Antônio do Monte,0.724
3160454,Santo Antônio do Retiro,0.57
3160504,Santo Antônio do Rio Abaixo,0.669
3160603,Santo Hipólito,0.657
3160702,Santos Dumont,0.741
3160801,São Bento Abade,0.672
3160900,São Brás do Suaçuí,0.664
3160959,São Domingos das Dores,0.638
3161007,São Domingos do Prata,0.69
3161056,São Félix de Minas,0.62
3161106,São Francisco,0.638
3161205,São Francisco de Paula,0.66
3161304,São Francisco de Sales,0.688
3161403,São Francisco do Glória,0.663
3161502,São Geraldo,0.651
3161601,São Geraldo da Piedade,0.6
3161650,São Geraldo do Baixio,0.63
3161700,São Gonçalo do Abaeté,0.67
3161809,São Gonçalo do Pará,0.689
3161908,São Gonçalo do Rio Abaixo,0.667
3162005,São Gonçalo do Sapucaí,0.715
3162104,São Gotardo,0.736
3162203,São João Batista do Glória,0.724
3162252,São João da Lagoa,0.634
3162302,São João da Mata,0.653
3162401,São João da Ponte,0.569
3162450,São João das Missões,0.529
3162500,São João del Rei,0.758
3162559,São João do Manhuaçu,0.65
3162575,São João do Manteninha,0.64
3162609,São João do Oriente,0.648
3162658,São João do Pacuí,0.625
3162708,São João do Paraíso,0.615
3162807,São João Evangelista,0.638
3162906,São João Nepomuceno,0.708
3162922,São Joaquim de Bicas,0.662
3162948,São José da Barra,0.739
3162955,São José da Lapa,0.729
3163003,São José da Safira,0.583
3163102,São José da Varginha,0.704
3163201,São José do Alegre,0.717
3163300,São José do Divino,0.658
3163409,São José do Goiabal,0.666
3163508,São José do Jacuri,0.566
3163607,São José do Mantimento,0.657
3163706,São Lourenço,0.759
3163805,São Miguel do Anta,0.644
3163904,São Pedro da União,0.674
3164001,São Pedro dos Ferros,0.659
3164100,São Pedro do Suaçuí,0.622
3164209,São Romão,0.64
3164308,São Roque de Minas,0.672
3164407,São Sebastião da Bela Vista,0.692
3164431,São Sebastião da Vargem Alegre,0.66
3164472,São Sebastião do Anta,0.607
3164506,São Sebastião do Maranhão,0.581
3164605,São Sebastião do Oeste,0.626
3164704,São Sebastião do Paraíso,0.722
3164803,São Sebastião do Rio Preto,0.632
3164902,São Sebastião do Rio Verde,0.676
3165008,São Tiago,0.662
3165107,São Tomás de Aquino,0.7
3165206,São Thomé das Letras,0.667
3165305,São Vicente de Minas,0.715
3165404,Sapucaí-Mirim,0.68
3165503,Sardoá,0.636
3165537,Sarzedo,0.734
3165552,Setubinha,0.542
3165560,Sem-Peixe,0.654
3165578,Senador Amaral,0.661
3165602,Senador Cortes,0.674
3165701,Senador Firmino,0.644
3165800,Senador José Bento,0.684
3165909,Senador Modestino Gonçalves,0.62
3166006,Senhora de Oliveira,0.631
3166105,Senhora do Porto,0.565
3166204,Senhora dos Remédios,0.626
3166303,Sericita,0.56
3166402,Seritinga,0.66
3166501,Serra Azul de Minas,0.557
3166600,Serra da Saudade,0.677
3166709,Serra dos Aimorés,0.651
3166808,Serra do Salitre,0.696
3166907,Serrania,0.677
3166956,Serranópolis de Minas,0.633
3167004,Serranos,0.643
3167103,Serro,0.656
3167202,Sete Lagoas,0.76
3167301,Silveirânia,0.652
3167400,Silvianópolis,0.699
3167509,Simão Pereira,0.638
3167608,Simonésia,0.632
3167707,Sobrália,0.631
3167806,Soledade de Minas,0.697
3167905,Tabuleiro,0.681
3168002,Taiobeiras,0.67
3168051,Taparuba,0.645
3168101,Tapira,0.712
3168200,Tapiraí,0.667
3168309,Taquaraçu de Minas,0.651
3168408,Tarumirim,0.633
3168507,Teixeiras,0.675
3168606,Teófilo Otoni,0.701
3168705,Timóteo,0.77
3168804,Tiradentes,0.74
3168903,Tiros,0.683
3169000,Tocantins,0.688
3169059,Tocos do Moji,0.696
3169109,Toledo,0.661
3169208,Tombos,0.718
3169307,Três Corações,0.744
3169356,Três Marias,0.752
3169406,Três Pontas,0.731
3169505,Tumiritinga,0.626
3169604,Tupaciguara,0.719
3169703,Turmalina,0.682
3169802,Turvolândia,0.696
3169901,Ubá,0.724
3170008,Ubaí,0.609
3170057,Ubaporanga,0.614
3170107,Uberaba,0.772
3170206,Uberlândia,0.789
3170305,Umburatiba,0.638
3170404,Unaí,0.736
